iso3,year,sstran,deficit,debt,ln_population,ln_gdppc,inflation_cpi,dependency_ratio,KOFGI,KOFEcGI,KOFTrGI,KOFFiGI,KOFSoGI,KOFIpGI,KOFInGI,KOFCuGI,KOFPoGI
AUS,2005,7.6128593366247,2.21287452950637,13.7230761577874,16.82004616819137,4.7828332086421455,2.691832,48.47529979336775,76.49794006347656,66.04878997802734,57.570194244384766,74.52738952636719,78.5787124633789,64.5838394165039,78.0622787475586,91.3889389038086,84.95062255859375
AUS,2006,7.37642822970681,2.47327507567376,12.4244343813112,16.833540676501258,4.782242765974778,3.555288,48.32967639982512,77.63919830322266,67.92086791992188,59.226829528808594,76.61492156982422,79.41261291503906,65.65155029296875,79.0109634399414,91.91259002685547,85.65557098388672
AUS,2007,7.20268830284776,1.98621650580044,13.3615235038118,16.851790644454184,4.780375851440511,2.327611,48.218323272123484,78.4832763671875,69.18267059326172,60.26587677001953,78.09945678710938,79.59980773925781,65.2255630493164,79.77622985839844,92.07015991210938,86.71204376220703
AUS,2008,8.75522517501809,-0.142557611306929,15.897235611425,16.87182975850661,4.783138163024782,4.350298,48.12539032511647,77.63873291015625,66.28236389160156,59.50530242919922,73.05943298339844,80.01063537597656,65.685302734375,80.39973449707031,92.23448944091797,86.71770477294922
AUS,2009,7.52390897339767,-4.30305509553157,21.8598648703181,16.892438090134338,4.826297057169206,1.771117,48.14825717096639,77.93733215332031,67.03274536132812,58.146934509277344,75.9185562133789,79.96669006347656,66.45352935791016,81.06385040283203,90.77415466308594,86.89306640625
AUS,2010,7.36747643206945,-4.23492748446932,24.6024380675797,16.907995152754747,4.810520361946838,2.91834,48.36386111094089,78.66120147705078,67.1360855102539,58.62984848022461,75.6423110961914,81.6871109008789,72.20550537109375,81.85577392578125,89.8768539428711,87.27985382080078
AUS,2011,7.43094397556402,-3.89926429746126,29.1121197599573,16.921890425910927,4.8206801474510605,3.30385,48.768238322988275,78.64020538330078,66.65373992919922,58.559722900390625,74.74773406982422,82.10408782958984,72.30686950683594,82.53223419189453,90.31922912597656,87.29878997802734
AUS,2012,7.50986651019892,-3.0421157680681,33.288546867157,16.939348625917663,4.821717791802769,1.76278,49.32897268983779,78.47832489013672,65.90496063232422,56.71678924560547,75.0931167602539,81.92555236816406,71.80506134033203,82.78706359863281,89.99679565429688,87.73930358886719
AUS,2013,7.64825086457917,-1.84738602807225,34.883894243631,16.956560140317556,4.819229472026049,2.449889,49.92436731239188,77.86768341064453,64.11442565917969,55.04196548461914,73.1868896484375,82.27861785888672,72.04293060302734,83.61782836914062,89.97576141357422,87.3822250366211
AUS,2014,7.744902765421,-1.75800390763898,38.6449264499087,16.97147580520884,4.810147102719961,2.487923,50.49106089988524,78.1998291015625,65.9477767944336,56.16748809814453,75.72807312011719,81.51107788085938,70.72773742675781,82.30341339111328,90.23995971679688,87.26980590820312
AUS,2015,7.68658687965721,-1.01963667936103,40.486277006074,16.98586797173483,4.803336991149812,1.508367,51.06330102940122,78.16665649414062,65.43988037109375,55.304229736328125,75.57552337646484,81.66016387939453,69.80096435546875,83.13607788085938,90.65571594238281,87.53618621826172
AUS,2016,7.13382319055787,-1.55723071402733,43.0902850285734,17.001487376715872,4.797988483731964,1.276991,51.603445574586225,78.92789459228516,67.04703521728516,57.26099395751953,76.83307647705078,82.2500991821289,71.46051025390625,83.48456573486328,90.5420913696289,87.61621856689453
AUS,2017,6.79234220662362,-0.625536782305774,44.1561768291905,17.017955654689374,4.7886360461504776,1.948647,52.042421492171165,79.29969024658203,67.56400299072266,57.58890151977539,77.53909301757812,82.39008331298828,70.73285675048828,84.22241973876953,90.85075378417969,88.06554412841797
AUS,2018,6.50330017834777,-0.555046354825133,44.3572482090181,17.032915621793506,4.777980285276547,1.911401,52.44551516928038,79.2181625366211,67.0814437866211,57.17628479003906,76.9865951538086,83.0153579711914,72.04087829589844,84.80705261230469,90.91471099853516,87.70569610595703
AUS,2019,7.36638873511793,-1.20232635330553,46.4724467711761,17.04769052889935,4.7508328759630585,1.610768,52.91975843158956,79.53540802001953,67.02375793457031,56.80705642700195,77.240478515625,83.91527557373047,71.23289489746094,88.12234497070312,90.90824127197266,87.83783721923828
AUS,2020,7.78398156697935,-11.5320951561936,65.7639709248332,17.06002481141249,4.80280171148459,0.8469055,53.606124638161646,78.49667358398438,64.76553344726562,52.733741760253906,76.79731750488281,83.05754852294922,68.83846282958984,88.13246154785156,90.53947448730469,87.84465789794922
AUS,2021,6.71162741398318,-3.98023885602917,62.6721961610805,17.061433762245418,4.785529151492383,2.86391,54.25581575935253,78.27374267578125,64.92752838134766,53.066688537597656,76.78834533691406,83.41099548339844,68.3648910522461,88.60684967041016,91.50389862060547,86.68273162841797
AUS,2022,5.66287298253212,-1.419870938411,55.0668825350917,17.07432687534397,4.782366732322584,6.594097,54.584771843465305,79.59246826171875,67.80874633789062,58.19112777709961,77.42636108398438,84.2608642578125,70.56604766845703,88.89353942871094,91.725341796875,86.88928985595703
AUS,2023,5.82842779419297,-0.712234942127373,55.7102081665026,17.098671946979124,4.761013466843414,5.597015,54.833050159145735,79.49404907226562,67.5986099243164,58.07697677612305,77.12022399902344,84.17971801757812,70.6187744140625,88.96839904785156,91.37101745605469,86.88591003417969
AUT,1980,16.42090926,-2.19556422288827,35.83927873560032,15.836983019067363,4.913386346094862,6.328318,,71.81100463867188,65.2618179321289,68.24267578125,62.28096008300781,70.5993423461914,67.66643524169922,62.16823196411133,81.96334075927734,79.57186126708984
AUT,1981,16.86494659,-2.20803260577016,37.60037661977201,15.839533201381052,4.895954344491877,6.803043,,72.04953002929688,66.72315216064453,69.45233154296875,63.993961334228516,70.75015258789062,68.14945983886719,61.977935791015625,82.12306213378906,78.67526245117188
AUT,1982,17.19825326,-3.83499126302432,39.96690658018421,15.8402503715614,4.92213587233514,5.436026,,71.65742492675781,66.12625122070312,68.18112182617188,64.07138061523438,70.68852996826172,67.83937072753906,62.26792526245117,81.95829772949219,78.15750122070312
AUT,1983,17.32162433,-4.737933118996,44.22501171520908,15.838634361748861,4.931975050933698,3.339167,,71.71806335449219,65.45427703857422,67.80777740478516,63.100765228271484,70.86971282958984,68.03433990478516,62.08684539794922,82.48797607421875,78.83020782470703
AUT,1984,17.48831294,-3.0901534794608,46.65348423135482,15.83857141270794,4.89335399255026,5.663189,,72.59784698486328,66.7698745727539,69.09082794189453,64.44892120361328,71.1355209350586,68.51347351074219,62.2271842956543,82.66590881347656,79.88814544677734
AUT,1985,17.83247148,-3.23128141294197,48.83792535285917,15.83904092238703,4.889006874418568,3.189511,,74.66184997558594,68.84458923339844,69.9004898071289,67.7886962890625,71.12956237792969,68.50253295898438,61.85517501831055,83.03096771240234,84.01140594482422
