iso3,year,dependency_ratio
PRT,1997,48.25125014408664
PRT,1998,48.18722102397728
PRT,1999,48.16362018371266
PRT,2000,48.187116261373006
PRT,2001,48.379338419098225
PRT,2002,48.700366997510535
PRT,2003,49.01732229568968
PRT,2004,49.37349639633799
PRT,2005,49.680355653144694
PRT,2006,49.84858188191964
PRT,2007,49.95015630113531
PRT,2008,50.13349399632507
PRT,2009,50.45682681895746
PRT,2010,50.840593529993505
PRT,2011,51.31816266450338
PRT,2012,51.84756386826397
PRT,2013,52.45202204274426
PRT,2014,53.068451851416896
PRT,2015,53.54617461887607
PRT,2016,54.1064166804349
PRT,2017,54.778705955470706
PRT,2018,55.400095683628706
PRT,2019,56.05976909024457
PRT,2020,56.74080629625165
PRT,2021,57.322620483125874
PRT,2022,57.953494061113375
PRT,2023,58.74315545828567
SVK,1990,55.05593550087971
SVK,1991,54.27023866490772
SVK,1992,53.44825092661638
SVK,1993,52.546274016426494
SVK,1994,51.537503068260214
SVK,1995,50.46634191897097
SVK,1996,49.44056027684556
SVK,1997,48.42187250139233
SVK,1998,47.330968246246016
SVK,1999,46.16959077000425
SVK,2000,44.97049459056284
SVK,2001,43.7473693099929
SVK,2002,42.610836850479494
SVK,2003,41.60069591120544
SVK,2004,40.75052379154603
SVK,2005,40.06094811068677
SVK,2006,39.45038465910654
SVK,2007,38.95003263939608
SVK,2008,38.60069603960319
SVK,2009,38.54366754495256
SVK,2010,38.714261272051075
SVK,2011,38.99014033195117
SVK,2012,39.461206624200926
SVK,2013,40.114371408907814
SVK,2014,40.89094921773027
SVK,2015,41.80809867946821
SVK,2016,42.997471186162194
SVK,2017,44.39361636890564
SVK,2018,45.80201304644259
SVK,2019,47.17437669796444
SVK,2020,48.40938137790993
SVK,2021,49.45682712632274
SVK,2022,50.46412768095716
SVK,2023,51.41882075165035
SVN,1990,45.89206025630542
SVN,1991,45.44983021157355
SVN,1992,45.00714686220791
SVN,1993,44.64680472805547
SVN,1994,44.229006991628026
SVN,1995,43.98724147562407
SVN,1996,43.765732966465734
SVN,1997,43.40116514164241
SVN,1998,43.195046922861806
SVN,1999,42.88663359380911
SVN,2000,42.5645686629814
SVN,2001,42.42445907888801
SVN,2002,42.25568693235878
SVN,2003,42.01624581490587
SVN,2004,41.93139150847852
SVN,2005,42.04512130264276
SVN,2006,42.22091826755449
SVN,2007,42.465220592543545
SVN,2008,43.00522973477774
SVN,2009,43.57139538779699
SVN,2010,43.89636224046483
SVN,2011,44.450308273205636
SVN,2012,45.374042456963565
SVN,2013,46.446461248405754
SVN,2014,47.60553862585212
SVN,2015,48.90260393440447
SVN,2016,50.21633622169589
SVN,2017,51.54860782609653
SVN,2018,52.78249261832776
SVN,2019,53.749455202958984
SVN,2020,54.463108894626025
SVN,2021,55.26313463637529
SVN,2022,56.194955646518096
SVN,2023,56.89267618472612
SWE,1990,55.556098783571116
SWE,1991,55.94168610197856
SWE,1992,56.358734817238656
SWE,1993,56.72884903388221
SWE,1994,56.97011528280112
SWE,1995,57.0179793657014
SWE,1996,56.90208728982773
SWE,1997,56.68839258053872
SWE,1998,56.38478863255404
SWE,1999,55.98102773201804
SWE,2000,55.51042092816425
SWE,2001,55.011155416806936
SWE,2002,54.52132439177171
SWE,2003,54.05066586782934
SWE,2004,53.62337110404163
SWE,2005,53.11070241973855
SWE,2006,52.56604162872329
SWE,2007,52.28023542940164
SWE,2008,52.37376939288727
SWE,2009,52.822013302897716
SWE,2010,53.566802633755096
SWE,2011,54.559702880431324
SWE,2012,55.67816198723813
SWE,2013,56.842865026699805
SWE,2014,57.934910243126794
SWE,2015,58.836098148773395
SWE,2016,59.487308065989865
SWE,2017,59.94377468782754
SWE,2018,60.3159015203771
SWE,2019,60.58412394687277
SWE,2020,60.76106782529358
SWE,2021,60.89303122502896
SWE,2022,60.851065983665706
SWE,2023,60.736055655034946
USA,1990,51.23848208627398
USA,1991,51.65413737563726
USA,1992,51.99772775503717
USA,1993,52.1602619489498
USA,1994,52.14455500975757
USA,1995,51.96911024859059
USA,1996,51.675401915548726
USA,1997,51.29323877081886
USA,1998,50.86534307495677
USA,1999,50.44513704344822
USA,2000,50.03583313852309
USA,2001,49.638502780659785
USA,2002,49.25236743932578
USA,2003,48.87487974037998
USA,2004,48.49791999663086
USA,2005,48.095682939610455
USA,2006,47.80328113572911
USA,2007,47.77358207074821
USA,2008,47.918742483039644
USA,2009,48.09797159411352
USA,2010,48.24611710512727
USA,2011,48.511248360641865
USA,2012,48.99353474083791
USA,2013,49.500091606639316
USA,2014,49.95937336268381
USA,2015,50.380279277356244
USA,2016,50.78853268992225
USA,2017,51.23575688789984
USA,2018,51.69432641017969
USA,2019,52.16375152152819
USA,2020,52.58968163787995
USA,2021,52.95170897936057
USA,2022,53.37763359905395
USA,2023,53.90879969209305
