iso3,year,ln_gdppc
LUX,1998,5.559825229793278
LUX,1999,5.598607549182859
LUX,2000,5.619205528397662
LUX,2001,5.631605668395569
LUX,2002,5.643963274650522
LUX,2003,5.643540930497816
LUX,2004,5.6454116532059055
LUX,2005,5.632761551633685
LUX,2006,5.651502690338651
LUX,2007,5.693854760913931
LUX,2008,5.676710910937503
LUX,2009,5.66747742309427
LUX,2010,5.661973163037675
LUX,2011,5.634502611991221
LUX,2012,5.620183744321919
LUX,2013,5.614774130508817
LUX,2014,5.601528284924045
LUX,2015,5.584728913473974
LUX,2016,5.595376325762377
LUX,2017,5.565479728636019
LUX,2018,5.54444439461415
LUX,2019,5.539848815488396
LUX,2020,5.563811339901842
LUX,2021,5.557591048543311
LUX,2022,5.499094954024305
LUX,2023,5.470474835227701
LVA,1980,
LVA,1981,
LVA,1982,
LVA,1983,
LVA,1984,
LVA,1985,
LVA,1986,
LVA,1987,
LVA,1988,
LVA,1989,
LVA,1990,
LVA,1991,
LVA,1992,
LVA,1993,
LVA,1994,
LVA,1995,3.406905028677434
LVA,1996,3.416199550926483
LVA,1997,3.484214921669488
LVA,1998,3.535455276986338
LVA,1999,3.5460287714880794
LVA,2000,3.578756867774613
LVA,2001,3.647317107475673
LVA,2002,3.7243240563412106
LVA,2003,3.8011513982308793
LVA,2004,3.8699770329857652
LVA,2005,3.9690184048708588
LVA,2006,4.074409404144105
LVA,2007,4.162246592291165
LVA,2008,4.141855909053086
LVA,2009,4.025479789672987
LVA,2010,3.9853846877483
LVA,2011,4.019097387577403
LVA,2012,4.094205435877813
LVA,2013,4.11429299588148
LVA,2014,4.128711576108993
LVA,2015,4.154775298577298
LVA,2016,4.176700530705085
LVA,2017,4.198224462309466
LVA,2018,4.230731671320776
LVA,2019,4.233230555848756
LVA,2020,4.248818075647271
LVA,2021,4.266937364446383
LVA,2022,4.259414184269389
LVA,2023,4.241690743871831
NLD,1980,4.9446042463614575
NLD,1981,4.9163263435612485
NLD,1982,4.9062749077719445
NLD,1983,4.901783684246934
NLD,1984,4.888923864896048
NLD,1985,4.881344383619607
NLD,1986,4.881525153317808
NLD,1987,4.865537103238848
NLD,1988,4.856625307704546
NLD,1989,4.865046064682456
NLD,1990,4.877544924206909
NLD,1991,4.8874653651485245
NLD,1992,4.882464145849261
NLD,1993,4.881141476626841
NLD,1994,4.881531555405508
NLD,1995,4.888717685360309
NLD,1996,4.893158614008213
NLD,1997,4.90013140356378
NLD,1998,4.917578977765675
NLD,1999,4.934663634560698
NLD,2000,4.935312983906817
NLD,2001,4.944017635271321
NLD,2002,4.931464300813749
NLD,2003,4.913954430667519
NLD,2004,4.904557580572773
NLD,2005,4.900741541048977
NLD,2006,4.9096218569273935
NLD,2007,4.926323607841824
NLD,2008,4.946813280650175
NLD,2009,4.946284581099409
NLD,2010,4.930377778353118
NLD,2011,4.928563717993703
NLD,2012,4.907327078436763
NLD,2013,4.893148327107219
NLD,2014,4.889942970562927
NLD,2015,4.886888575983242
NLD,2016,4.893140244467915
NLD,2017,4.8934421219361885
NLD,2018,4.892501029266127
NLD,2019,4.897668964463838
NLD,2020,4.897077068846976
NLD,2021,4.8952359576701445
NLD,2022,4.908912317526983
NLD,2023,4.882268825970162
NOR,1980,4.960393846324046
NOR,1981,4.959392587902785
NOR,1982,4.965076927040227
NOR,1983,4.979809552092025
NOR,1984,4.9964731155188185
NOR,1985,5.018827320962668
NOR,1986,5.033217772976528
NOR,1987,5.017333643314348
NOR,1988,4.973318088123126
NOR,1989,4.95035659369211
NOR,1990,4.944487621190369
NOR,1991,4.96381186862773
NOR,1992,4.978936225517842
NOR,1993,4.994210970301313
NOR,1994,5.014889512064931
NOR,1995,5.032149534178557
NOR,1996,5.051560611278541
NOR,1997,5.068162247794825
NOR,1998,5.066762369252212
NOR,1999,5.054843944219102
NOR,2000,5.047517923496614
NOR,2001,5.056111528817695
NOR,2002,5.055880725976089
NOR,2003,5.045560750957625
NOR,2004,5.053172150200528
NOR,2005,5.051320588073417
NOR,2006,5.043160798119143
NOR,2007,5.042423557461462
NOR,2008,5.038221375103122
NOR,2009,5.047821959206468
NOR,2010,5.019428539943102
NOR,2011,5.002710213438735
NOR,2012,5.008587251621612
NOR,2013,4.995661179547309
NOR,2014,4.989198294741381
NOR,2015,4.977735357877674
NOR,2016,4.968087950906516
NOR,2017,4.963406332615458
NOR,2018,4.947652071299388
NOR,2019,4.941036338977721
NOR,2020,4.966824775884305
NOR,2021,4.9422757434478894
NOR,2022,4.939556019010812
NOR,2023,4.918047561733269
NZL,1980,4.646120796236989
NZL,1981,4.6740524406905655
NZL,1982,4.682094439410523
NZL,1983,4.681927150746497
NZL,1984,4.679676875072224
NZL,1985,4.662849146542309
NZL,1986,4.601361190968228
NZL,1987,4.582444635711486
NZL,1988,4.564874146879037
NZL,1989,4.534648875604716
NZL,1990,4.508868988287707
NZL,1991,4.448111720981522
NZL,1992,4.436411855376978
NZL,1993,4.480253896563246
NZL,1994,4.500172237928022
NZL,1995,4.505126146127866
NZL,1996,4.498790896000328
NZL,1997,4.48860968398282
NZL,1998,4.471413693744836
NZL,1999,4.490950095497514
NZL,2000,4.473968865207951
NZL,2001,4.496524201305005
NZL,2002,4.519271052044959
NZL,2003,4.532417401306724
NZL,2004,4.524640181271301
NZL,2005,4.523048815223917
NZL,2006,4.509687281267677
NZL,2007,4.517736879998939
NZL,2008,4.498816265956379
NZL,2009,4.549971697298275
NZL,2010,4.5250023421520185
NZL,2011,4.527921233809556
NZL,2012,4.540869865811752
NZL,2013,4.538629341538513
NZL,2014,4.541224171950182
NZL,2015,4.541936615698342
NZL,2016,4.545460732777092
NZL,2017,4.546351329670325
NZL,2018,4.549892120831034
NZL,2019,4.546302043158857
NZL,2020,4.577489424323837
NZL,2021,4.563684367018466
NZL,2022,4.572535304161124
NZL,2023,4.550206447966741
POL,1980,
POL,1981,
POL,1982,
POL,1983,
POL,1984,
POL,1985,
POL,1986,
POL,1987,
POL,1988,
POL,1989,
POL,1990,3.6905001400926394
POL,1991,3.609598502064233
POL,1992,3.6183783923080863
POL,1993,3.647091133475952
POL,1994,3.6749984066060644
POL,1995,3.7232226424204695
POL,1996,3.7574006277022574
POL,1997,3.7895392084853436
POL,1998,3.8130761890696543
POL,1999,3.8339077656609692
POL,2000,3.8462885908282898
POL,2001,3.8519266565509875
POL,2002,3.862633959965106
POL,2003,3.884440069875733
POL,2004,3.9086331062067394
POL,2005,3.9195966131210067
POL,2006,3.9562412294266225
POL,2007,4.002870825516601
POL,2008,4.0492179166659374
POL,2009,4.115957706405741
POL,2010,4.12618362676603
POL,2011,4.162468491843952
POL,2012,4.169557795968182
POL,2013,4.166143599407281
POL,2014,4.189690544415815
POL,2015,4.2140993268168385
POL,2016,4.232210970075851
POL,2017,4.2610855645467725
POL,2018,4.304431890790574
POL,2019,4.33839624718216
POL,2020,4.3830928285870945
POL,2021,4.397766288869777
POL,2022,4.401761661645995
POL,2023,4.397449279423867
PRT,1980,4.351968210266967
PRT,1981,4.3460182703987
PRT,1982,4.367959796493608
PRT,1983,4.340824059929659
PRT,1984,4.279239125438608
PRT,1985,4.276169190011731
PRT,1986,4.294874611430394
PRT,1987,4.329955090159826
PRT,1988,4.368559559317278
PRT,1989,4.405068556355041
PRT,1990,4.425943838089077
PRT,1991,4.465416768076599
PRT,1992,4.4622742482758415
PRT,1993,4.4337843911822
PRT,1994,4.418126244265983
PRT,1995,4.438831771535533
PRT,1996,4.4449037060553716
PRT,1997,4.454074759118637
PRT,1998,4.47412859409285
PRT,1999,4.481338965631243
PRT,2000,4.478263691613033
PRT,2001,4.483702973328262
PRT,2002,4.477296325022156
PRT,2003,4.450400856503257
PRT,2004,4.439886402507609
PRT,2005,4.424198709425547
PRT,2006,4.414224826872823
PRT,2007,4.4178030094365885
PRT,2008,4.422990035195837
PRT,2009,4.4322256155187185
PRT,2010,4.425108777134453
PRT,2011,4.392980644840729
PRT,2012,4.34801146016406
PRT,2013,4.332633533774625
PRT,2014,4.329646618439035
PRT,2015,4.3294494374883845
PRT,2016,4.339331519770962
PRT,2017,4.352304655369684
PRT,2018,4.364474238707092
PRT,2019,4.378609302239078
PRT,2020,4.334501691649512
PRT,2021,4.328885779333052
PRT,2022,4.364906302056784
PRT,2023,4.374297743595304
SVK,1980,
SVK,1981,
SVK,1982,
SVK,1983,
SVK,1984,
SVK,1985,
SVK,1986,
SVK,1987,
SVK,1988,
SVK,1989,
SVK,1990,
SVK,1991,
SVK,1992,3.7384828113617576
SVK,1993,3.747199681675764
SVK,1994,3.7804445616997513
SVK,1995,3.815766411915618
SVK,1996,3.8486353098367574
SVK,1997,3.870783194468091
SVK,1998,3.885111312499233
SVK,1999,3.8540276814766075
SVK,2000,3.8274466178078272
SVK,2001,3.853448573036384
SVK,2002,3.8882248421986527
SVK,2003,3.9217321586854843
SVK,2004,3.947808883977642
SVK,2005,3.9881424147137507
SVK,2006,4.048638786432527
SVK,2007,4.131100782673148
SVK,2008,4.185066915845842
SVK,2009,4.168148975211163
SVK,2010,4.207711684290402
SVK,2011,4.22419023968558
SVK,2012,4.2305515555658495
SVK,2013,4.225354578848017
SVK,2014,4.2354687502322514
SVK,2015,4.265642456098059
SVK,2016,4.270971002024185
SVK,2017,4.27669661855094
SVK,2018,4.297715177799332
SVK,2019,4.307855508602916
SVK,2020,4.32476110774459
SVK,2021,4.325905256455977
SVK,2022,4.302659673632153
SVK,2023,4.312757153505428
SVN,1980,
SVN,1981,
SVN,1982,
SVN,1983,
SVN,1984,
SVN,1985,
SVN,1986,
SVN,1987,
SVN,1988,
SVN,1989,
SVN,1990,
SVN,1991,
SVN,1992,
SVN,1993,
SVN,1994,
SVN,1995,4.271685262899336
SVN,1996,4.275207834012933
SVN,1997,4.29797141575839
SVN,1998,4.3083005299841135
SVN,1999,4.333498238115319
SVN,2000,4.3315215032884655
SVN,2001,4.351373039740456
SVN,2002,4.37351643795457
SVN,2003,4.390550019706119
SVN,2004,4.408657477438089
SVN,2005,4.423082285894283
SVN,2006,4.452690086630569
SVN,2007,4.496961585049726
SVN,2008,4.532031589991293
SVN,2009,4.485307757391936
SVN,2010,4.4689816892441
SVN,2011,4.458846948315768
SVN,2012,4.41964350225803
SVN,2013,4.399065224948562
SVN,2014,4.409646154810221
SVN,2015,4.412969515044999
SVN,2016,4.429812389831516
SVN,2017,4.4584673205412795
SVN,2018,4.480961362859365
SVN,2019,4.496178139853891
SVN,2020,4.492325108523962
SVN,2021,4.513282316393992
SVN,2022,4.51318246569745
SVN,2023,4.520639787007585
SWE,1980,4.851794767442498
SWE,1981,4.841692284112176
SWE,1982,4.8604865724081545
SWE,1983,4.8577599118423604
SWE,1984,4.859028601144138
SWE,1985,4.850286721394842
SWE,1986,4.852582103815469
SWE,1987,4.8537510793421115
SWE,1988,4.83828501843106
SWE,1989,4.828729706775003
SWE,1990,4.80680604825415
SWE,1991,4.782411937389826
SWE,1992,4.750476417305972
SWE,1993,4.717833301638456
SWE,1994,4.726262849888946
SWE,1995,4.742941888279144
SWE,1996,4.733820192760613
SWE,1997,4.734068849073362
SWE,1998,4.75323368791148
SWE,1999,4.768281654899709
SWE,2000,4.778503048574779
SWE,2001,4.782390361166468
SWE,2002,4.792936128514253
SWE,2003,4.7943124040968845
SWE,2004,4.805422963225494
SWE,2005,4.807660642861441
SWE,2006,4.822831087005133
SWE,2007,4.828470541007958
SWE,2008,4.814785781734922
SWE,2009,4.804735977632407
SWE,2010,4.828144194930806
SWE,2011,4.836956449237937
SWE,2012,4.817883175636773
SWE,2013,4.80969169843727
SWE,2014,4.806645139765984
SWE,2015,4.819510357009799
SWE,2016,4.816401491391774
SWE,2017,4.799588687152865
SWE,2018,4.788121177979477
SWE,2019,4.792191125034583
SWE,2020,4.810373513535528
SWE,2021,4.797792086630944
SWE,2022,4.773986531572327
SWE,2023,4.754355320733816
USA,1980,4.895146871301008
USA,1981,4.896798466907032
USA,1982,4.876027047586941
USA,1983,4.890704531224038
USA,1984,4.912617230615342
USA,1985,4.916015123514137
USA,1986,4.91909969824507
USA,1987,4.915648635286703
USA,1988,4.911257822061605
USA,1989,4.90885218669099
USA,1990,4.89460445245096
USA,1991,4.87410867740618
USA,1992,4.881056202734077
USA,1993,4.888477317325888
USA,1994,4.893003272036745
USA,1995,4.889275439242024
USA,1996,4.890040584386398
USA,1997,4.892163443761502
USA,1998,4.902526338267952
USA,1999,4.912416085166642
USA,2000,4.907953535511027
USA,2001,4.900743274815193
USA,2002,4.899470842212339
USA,2003,4.904016260911437
USA,2004,4.9068899178427134
USA,2005,4.910244143996559
USA,2006,4.90392058786205
USA,2007,4.894958660915696
USA,2008,4.890143573262194
USA,2009,4.897130929358525
USA,2010,4.891419044379086
USA,2011,4.8843365474773055
USA,2012,4.891515094834962
USA,2013,4.894002589055838
USA,2014,4.895490430401944
USA,2015,4.897089951720805
USA,2016,4.894996440537572
USA,2017,4.89114606622139
USA,2018,4.8970791525230375
USA,2019,4.906341061608274
USA,2020,4.925731926420214
USA,2021,4.92591766989773
USA,2022,4.919600371674753
USA,2023,4.929524561286865
