iso3,country,year,KOFGI,KOFEcGI,KOFTrGI,KOFFiGI,KOFSoGI,KOFIpGI,KOFIpGIdf,KOFIpGIdj,KOFInGI,KOFInGIdf,KOFInGIdj,KOFCuGI,KOFCuGIdf,KOFCuGIdj,KOFPoGI
CAN,Canada,2015,80.95567321777344,69.17122650146484,59.451393127441406,78.89105987548828,82.14382934570312,71.6399917602539,70.49897003173828,72.51398468017578,85.28155517578125,92.18161010742188,78.38150787353516,88.28083038330078,80.47864532470703,96.08302307128906,91.59828186035156
CAN,Canada,2016,81.43655395507812,70.271240234375,60.102840423583984,80.43964385986328,82.42487335205078,72.06742858886719,71.5351791381836,72.47504425048828,85.51720428466797,91.87227630615234,79.16213989257812,88.47745513916016,82.45442199707031,94.50048065185547,91.65216827392578
CAN,Canada,2017,81.57905578613281,70.51504516601562,59.896888732910156,81.13318634033203,82.718994140625,71.58329010009766,72.09654235839844,71.19017791748047,85.85948181152344,92.24734497070312,79.47161102294922,89.41100311279297,85.16267395019531,93.65933227539062,91.54765319824219
CAN,Canada,2018,81.97888946533203,71.23697662353516,61.02928161621094,81.44467163085938,82.95582580566406,71.84624481201172,72.2704086303711,71.52127838134766,86.4325180053711,92.59620666503906,80.26883697509766,89.28946685791016,85.71610260009766,92.86283111572266,91.78191375732422
CAN,Canada,2019,82.42266845703125,72.1526870727539,61.88573455810547,82.41963958740234,82.97657012939453,71.74087524414062,72.48692321777344,71.16923522949219,86.46788024902344,92.61798095703125,80.3177719116211,89.4076919555664,86.03377532958984,92.7816162109375,92.16029357910156
CAN,Canada,2020,81.44538116455078,70.91838073730469,59.63984680175781,82.1968994140625,82.4565658569336,70.21188354492188,69.7031478881836,70.60166931152344,86.36054229736328,92.0162353515625,80.70486450195312,89.3658218383789,86.2270736694336,92.50456237792969,91.0006103515625
CAN,Canada,2021,81.44507598876953,70.8724365234375,60.02014923095703,81.7247085571289,82.23344421386719,68.01506805419922,70.30026245117188,66.26367950439453,86.8793716430664,92.32479858398438,81.4339370727539,90.14523315429688,87.60623931884766,92.6842269897461,91.26006317138672
CAN,Canada,2022,81.68984985351562,72.27128601074219,62.48295974731445,82.05960845947266,83.10581970214844,70.4041976928711,72.52869415283203,68.77540588378906,87.19745635986328,92.67521667480469,81.71969604492188,90.23397064208984,87.69256591796875,92.77537536621094,89.74746704101562
CAN,Canada,2023,82.11478424072266,73.29621887207031,63.00010299682617,83.59232330322266,83.47883605957031,71.52449035644531,73.32404327392578,70.14453125,87.31604766845703,92.6690902709961,81.9630126953125,90.2022705078125,87.60285949707031,92.80168914794922,89.62230682373047
CZE,Czech Republic,1993,64.82186889648438,59.068058013916016,70.16252899169922,47.97359848022461,63.261627197265625,45.94314193725586,45.66029357910156,46.225982666015625,60.53776168823242,77.54574584960938,43.52976989746094,83.30399322509766,78.67329406738281,87.93468475341797,72.13592529296875
CZE,Czech Republic,1994,66.35567474365234,60.33985137939453,70.61192321777344,50.067771911621094,64.087646484375,47.30986022949219,47.947444915771484,46.67226791381836,62.425941467285156,78.71051025390625,46.14137268066406,82.52713775634766,78.99302673339844,86.06127166748047,74.63956451416016
CZE,Czech Republic,1995,67.8289566040039,62.40581512451172,71.30282592773438,53.508811950683594,64.5822982788086,48.6306266784668,49.456748962402344,47.80449676513672,62.429100036621094,78.65823364257812,46.19995880126953,82.6871566772461,80.86031341552734,84.51398468017578,76.49869537353516
CZE,Czech Republic,1996,67.94182586669922,62.35551834106445,69.41944122314453,55.291603088378906,65.25164031982422,49.870662689208984,50.91419219970703,48.827125549316406,64.46097564697266,78.95719909667969,49.96474838256836,81.42329406738281,81.16012573242188,81.68646240234375,76.21829986572266
CZE,Czech Republic,1997,70.0046157836914,65.18950653076172,71.40638732910156,58.97264862060547,67.46483612060547,51.87492370605469,52.35834884643555,51.3914909362793,67.66346740722656,79.21404266357422,56.11289596557617,82.85611724853516,79.80965423583984,85.90257263183594,77.35948944091797
CZE,Czech Republic,1998,70.64463806152344,67.41940307617188,71.78681182861328,63.052005767822266,67.55010223388672,52.755306243896484,52.783695220947266,52.72690963745117,66.55955505371094,79.0671615600586,54.05194091796875,83.33545684814453,81.3852767944336,85.2856216430664,76.96444702148438
CZE,Czech Republic,1999,72.1297607421875,69.3896484375,72.74440002441406,66.03490447998047,66.99517059326172,53.96526336669922,53.43490982055664,54.49562072753906,66.71442413330078,79.28022766113281,54.148624420166016,80.30583953857422,77.9443588256836,82.66731262207031,80.00442504882812
CZE,Czech Republic,2000,74.27704620361328,72.7619857788086,74.32402801513672,71.19994354248047,68.25060272216797,55.291141510009766,53.16630554199219,57.41598129272461,69.8451156616211,85.26622772216797,54.42399978637695,79.61553955078125,75.2442626953125,83.98680877685547,81.81854248046875
CZE,Czech Republic,2001,75.91848754882812,74.18275451660156,73.64598083496094,74.7195053100586,68.97320556640625,56.829345703125,54.17941665649414,59.479278564453125,70.919921875,86.0802001953125,55.759647369384766,79.17036437988281,76.6210708618164,81.71965026855469,84.5995101928711
CZE,Czech Republic,2002,76.13951110839844,73.4415283203125,74.12508392333984,72.75800323486328,70.04435729980469,58.753238677978516,55.94361877441406,61.5628547668457,72.40336608886719,86.94071960449219,57.86602020263672,78.97647857666016,77.85553741455078,80.09741973876953,84.93263244628906
CZE,Czech Republic,2003,76.38963317871094,73.20604705810547,73.29035949707031,73.12175750732422,70.56621551513672,60.08819580078125,57.291324615478516,62.88507080078125,72.83061981201172,86.14278411865234,59.51845169067383,78.77982330322266,78.40542602539062,79.15422058105469,85.39664459228516
CZE,Czech Republic,2004,78.12439727783203,77.25199890136719,77.90579223632812,76.59820556640625,71.72505187988281,61.7149543762207,58.74182891845703,64.68807220458984,69.2315673828125,78.85125732421875,59.61187744140625,84.22866821289062,83.53328704833984,84.92403411865234,85.39615631103516
CZE,Czech Republic,2005,78.17488098144531,76.81755065917969,76.01612854003906,77.61896514892578,71.97235107421875,66.1097183227539,60.816898345947266,71.40253448486328,66.43380737304688,73.12777709960938,59.73982620239258,83.37350463867188,81.76370239257812,84.98330688476562,85.7347183227539
CZE,Czech Republic,2006,79.08251190185547,77.37739562988281,76.07184600830078,78.68294525146484,73.36102294921875,67.30731964111328,61.40605545043945,73.2085952758789,67.01695251464844,72.15336608886719,61.88054656982422,85.7587890625,83.78253173828125,87.73505401611328,86.50910186767578
CZE,Czech Republic,2007,80.24436950683594,78.5149917602539,76.86441802978516,80.16556549072266,74.18785858154297,68.16926574707031,62.68372344970703,73.6548080444336,67.51254272460938,72.58154296875,62.44353485107422,86.88175964355469,85.16370391845703,88.59980773925781,88.03023529052734
CZE,Czech Republic,2008,78.75617980957031,76.42150115966797,76.27265930175781,76.57035827636719,72.14906311035156,70.18570709228516,66.8360366821289,73.5353775024414,68.81433868408203,73.73899841308594,63.88969802856445,77.4471206665039,66.07283782958984,88.82138061523438,87.69802856445312
CZE,Czech Republic,2009,78.34004974365234,76.39241027832031,75.84236907958984,76.94245910644531,71.41331481933594,68.74114227294922,66.07391357421875,71.40836334228516,68.29318237304688,72.05671691894531,64.5296401977539,77.2056655883789,64.14459991455078,90.26673126220703,87.21443176269531
CZE,Czech Republic,2010,78.56330871582031,76.1593246459961,76.0602035522461,76.25845336914062,72.96575927734375,70.68409729003906,67.13880920410156,74.22938537597656,69.44149780273438,73.68077087402344,65.20222473144531,78.77167510986328,66.7477798461914,90.79557800292969,86.56480407714844
CZE,Czech Republic,2011,78.80998229980469,76.13265228271484,75.88812255859375,76.37718200683594,73.6983642578125,71.7080078125,68.24418640136719,75.17182159423828,70.46756744384766,75.08918762207031,65.84595489501953,78.91951751708984,67.37300109863281,90.46604919433594,86.59889221191406
CZE,Czech Republic,2012,79.80591583251953,77.61807250976562,76.39884185791016,78.83729553222656,74.81727600097656,72.07186126708984,68.26642608642578,75.87728881835938,72.11504364013672,77.76862335205078,66.4614486694336,80.26493835449219,67.5510025024414,92.9788589477539,86.98241424560547
CZE,Czech Republic,2013,79.8859634399414,77.96827697753906,77.24746704101562,78.6890640258789,74.7271728515625,72.40345001220703,68.96366119384766,75.84323120117188,70.87492370605469,74.66523742675781,67.0845947265625,80.90318298339844,68.04037475585938,93.76599884033203,86.96241760253906
CZE,Czech Republic,2014,80.77367401123047,80.29658508300781,80.62628173828125,79.96690368652344,74.72270202636719,72.8199691772461,69.45381164550781,76.18614196777344,70.47103881835938,73.6289291381836,67.31314086914062,80.87711334228516,67.3810043334961,94.37322235107422,87.30172729492188
CZE,Czech Republic,2015,81.27381134033203,80.73709106445312,80.38742065429688,81.08673858642578,74.7691879272461,71.72538757324219,68.9677963256836,74.48297119140625,71.04134368896484,74.58328247070312,67.4994125366211,81.54082489013672,67.58646392822266,95.49518585205078,88.31510925292969
CZE,Czech Republic,2016,81.51895904541016,80.82420349121094,80.23114776611328,81.4172592163086,75.08674621582031,71.50493621826172,69.06603240966797,73.94383239746094,70.60371398925781,73.44253540039062,67.76490020751953,83.15161895751953,69.93509674072266,96.3681411743164,88.64594268798828
CZE,Czech Republic,2017,82.31975555419922,82.10211944580078,80.39318084716797,83.81105041503906,76.07270050048828,72.07318115234375,70.3680419921875,73.77832794189453,72.04593658447266,75.69690704345703,68.39495849609375,84.09899139404297,71.72057342529297,96.47740936279297,88.78441619873047
CZE,Czech Republic,2018,82.39031219482422,81.11454772949219,80.2457275390625,81.98336029052734,77.15608215332031,72.39888000488281,71.14009857177734,73.65766906738281,74.75660705566406,75.0032958984375,74.50990295410156,84.31272888183594,72.07892608642578,96.5465316772461,88.90031433105469
CZE,Czech Republic,2019,82.66893768310547,81.26810455322266,80.30572509765625,82.2304916381836,78.14826202392578,72.84088134765625,71.70097351074219,73.98078155517578,74.56395721435547,74.42666625976562,74.70124053955078,87.03994750976562,77.91465759277344,96.16523742675781,88.59043884277344
CZE,Czech Republic,2020,82.3795394897461,80.67559814453125,79.25234985351562,82.09883117675781,77.70405578613281,71.639404296875,69.73973846435547,73.5390625,74.63448333740234,74.42729949951172,74.84166717529297,86.8382568359375,77.64469146728516,96.03182983398438,88.75895690917969
CZE,Czech Republic,2021,82.43500518798828,80.53275299072266,79.56111907958984,81.50436401367188,78.12720489501953,71.71009826660156,69.54608154296875,73.87411499023438,74.95428466796875,74.53510284423828,75.37345123291016,87.71723937988281,79.30752563476562,96.12694549560547,88.64508819580078
CZE,Czech Republic,2022,81.83804321289062,80.98783111572266,80.88896179199219,81.0866928100586,77.32650756835938,71.45497131347656,70.11849975585938,72.79145050048828,72.64876556396484,74.3302230834961,70.96729278564453,87.87584686279297,79.57649993896484,96.17520141601562,87.19976806640625
CZE,Czech Republic,2023,81.86151123046875,80.6975326538086,80.9680404663086,80.42701721191406,77.69271850585938,71.29619598388672,70.56348419189453,72.02890014648438,72.76434326171875,74.39674377441406,71.13194274902344,89.01762390136719,81.84613037109375,96.18912506103516,87.19422149658203
DNK,Denmark,1980,74.73902130126953,62.14915084838867,70.14627838134766,54.152034759521484,74.2061996459961,71.11769104003906,67.70594024658203,74.5294418334961,63.75825500488281,86.0748062133789,41.44169235229492,87.74262237548828,88.8871078491211,86.59812927246094,87.86170959472656
DNK,Denmark,1981,75.7225341796875,65.21701049804688,73.02706146240234,57.40694808959961,74.1815185546875,70.76217651367188,67.08955383300781,74.43479919433594,64.11705780029297,86.46403503417969,41.770084381103516,87.66531372070312,89.08329010009766,86.2473373413086,87.76905059814453
DNK,Denmark,1982,75.71187591552734,64.92321014404297,72.02076721191406,57.82565689086914,74.25222778320312,70.59100341796875,66.86648559570312,74.31551361083984,64.29338836669922,86.4778823852539,42.10888671875,87.87229919433594,89.4619369506836,86.28266906738281,87.96019744873047
DNK,Denmark,1983,75.82669830322266,65.0217514038086,71.86327362060547,58.18022155761719,74.55900573730469,70.95675659179688,67.31773376464844,74.59577941894531,64.31233978271484,86.47915649414062,42.14552688598633,88.40792083740234,89.45915222167969,87.356689453125,87.8993148803711
DNK,Denmark,1984,75.49954223632812,66.53557586669922,72.60075378417969,60.47038650512695,74.1911849975586,71.21733856201172,67.55206298828125,74.88259887695312,63.865966796875,86.48807525634766,41.24386215209961,87.4902572631836,89.63294982910156,85.34757232666016,85.77188110351562
DNK,Denmark,1985,77.13746643066406,69.39774322509766,72.96224212646484,65.83323669433594,74.99393463134766,71.2625503540039,67.76344299316406,74.76165771484375,64.67691802978516,86.485595703125,42.86824417114258,89.0423355102539,89.61968994140625,88.46497344970703,87.02070617675781
DNK,Denmark,1986,76.17366790771484,66.85590362548828,69.04312896728516,64.66865539550781,74.52236938476562,72.31185150146484,69.52892303466797,75.09477233886719,63.905487060546875,86.48716735839844,41.32381820678711,87.34980010986328,89.22453308105469,85.47506713867188,87.14274597167969
DNK,Denmark,1987,76.02323150634766,66.43679809570312,67.53145599365234,65.34215545654297,74.94607543945312,72.71812438964844,70.0017318725586,75.43451690673828,63.76190948486328,86.4744873046875,41.04934310913086,88.35820007324219,89.20946502685547,87.5069351196289,86.68680572509766
DNK,Denmark,1988,76.8891830444336,70.31209564208984,69.22591400146484,71.39830780029297,75.09296417236328,72.9038314819336,70.44152069091797,75.36614227294922,63.66071701049805,86.86817169189453,40.45326614379883,88.71431732177734,89.19618225097656,88.23245239257812,85.2624740600586
DNK,Denmark,1989,75.38591003417969,71.63275146484375,70.64395904541016,72.62154388427734,75.03099060058594,72.68779754638672,70.06488037109375,75.31069946289062,63.49476623535156,86.4884033203125,40.501129150390625,88.91045379638672,89.19882202148438,88.62207794189453,79.49403381347656
DNK,Denmark,1990,75.92813873291016,72.51200866699219,70.42945861816406,74.59454345703125,75.1375732421875,73.50702667236328,71.3392105102539,75.67484283447266,62.702369689941406,84.54013061523438,40.86460494995117,89.2033462524414,89.75642395019531,88.65028381347656,80.13482666015625
DNK,Denmark,1991,77.86385345458984,73.50645446777344,71.2596435546875,75.75323486328125,74.32019805908203,73.59913635253906,71.53336334228516,75.66490173339844,60.121978759765625,76.7503662109375,43.49360275268555,89.23949432373047,90.05840301513672,88.42059326171875,85.76493072509766
DNK,Denmark,1992,78.79004669189453,74.0016860961914,70.0652847290039,77.93809509277344,74.3676986694336,73.76669311523438,71.88872528076172,75.64466094970703,60.87403869628906,76.36687469482422,45.38119888305664,88.46235656738281,90.10267639160156,86.82203674316406,88.00078582763672
DNK,Denmark,1993,79.35507202148438,74.91326904296875,70.23799896240234,79.58855438232422,73.9788818359375,73.58805847167969,71.65938568115234,75.51673126220703,60.11545181274414,74.43046569824219,45.80043411254883,88.23312377929688,89.59977722167969,86.86648559570312,89.17305755615234
DNK,Denmark,1994,80.16382598876953,75.85567474365234,71.33963775634766,80.37171173095703,74.1805648803711,73.9768295288086,72.02481842041016,75.9288330078125,59.908992767333984,71.73261260986328,48.08536911010742,88.65586853027344,90.08916473388672,87.22257232666016,90.45529174804688
DNK,Denmark,1995,80.83387756347656,75.89976501464844,70.66155242919922,81.13797760009766,75.82977294921875,74.79251098632812,72.8235092163086,76.76152801513672,62.43608093261719,74.44342803955078,50.42872619628906,90.2607192993164,90.39493560791016,90.12650299072266,90.77207946777344
DNK,Denmark,1996,80.76818084716797,76.83386993408203,71.1697006225586,82.49803161621094,75.04045104980469,74.4896469116211,72.5860366821289,76.39325714111328,62.229957580566406,72.5117416381836,51.94816589355469,88.40177917480469,90.15595245361328,86.64761352539062,90.43020629882812
DNK,Denmark,1997,81.48493957519531,78.19254302978516,72.73503875732422,83.65008544921875,75.30779266357422,73.09716796875,73.76506805419922,72.42926025390625,63.773643493652344,72.86032104492188,54.68696975708008,89.05256652832031,88.84198760986328,89.26313781738281,90.95445251464844
DNK,Denmark,1998,81.83937072753906,78.63799285888672,73.85322570800781,83.4227523803711,76.33885192871094,73.72638702392578,73.90628814697266,73.5464859008789,64.6990966796875,70.91963195800781,58.47856521606445,90.59107208251953,90.31970977783203,90.86241149902344,90.5412826538086
DNK,Denmark,1999,82.52103424072266,80.21029663085938,76.62702941894531,83.79356384277344,76.4798355102539,74.69590759277344,74.44251251220703,74.94930267333984,63.964046478271484,69.00611877441406,58.921966552734375,90.77954864501953,90.34550476074219,91.2136001586914,90.87296295166016
DNK,Denmark,2000,84.4500503540039,83.7423095703125,80.2352523803711,87.2493667602539,78.57087707519531,75.76976776123047,74.77099609375,76.7685317993164,68.83711242675781,72.82979583740234,64.84442901611328,91.10575103759766,90.63148498535156,91.58000183105469,91.03694152832031
DNK,Denmark,2001,85.21649169921875,83.63357543945312,79.82490539550781,87.44224548339844,79.87933349609375,76.3334732055664,74.94889831542969,77.71804809570312,72.20954895019531,77.92400360107422,66.4950942993164,91.09500122070312,90.6362075805664,91.55379486083984,92.13653564453125
DNK,Denmark,2002,83.45438385009766,81.71800994873047,80.71321105957031,82.72281646728516,77.64080047607422,77.86658477783203,75.72797393798828,80.00520324707031,64.12189483642578,78.16997528076172,50.073814392089844,90.93392944335938,90.64427185058594,91.22357177734375,91.00433349609375
DNK,Denmark,2003,84.59004211425781,81.58920288085938,79.73383331298828,83.44458770751953,81.26730346679688,78.55802917480469,76.72096252441406,80.39508819580078,74.46611022949219,77.55662536621094,71.37559509277344,90.77774810791016,90.92542266845703,90.63008117675781,90.91365051269531
DNK,Denmark,2004,84.55780792236328,81.4804916381836,79.7640380859375,83.19694519042969,80.77897644042969,76.85258483886719,74.32320404052734,79.3819580078125,74.93550109863281,77.91414642333984,71.95686340332031,90.54888916015625,91.47572326660156,89.62203979492188,91.41397094726562
DNK,Denmark,2005,85.47998809814453,83.35454559326172,80.44000244140625,86.26909637451172,81.35244750976562,76.92039489746094,73.5155029296875,80.32528686523438,75.9981918334961,79.47405242919922,72.5223159790039,91.13872528076172,92.63676452636719,89.64070129394531,91.73296356201172
DNK,Denmark,2006,85.75999450683594,83.05912780761719,79.51300048828125,86.60523986816406,82.21244812011719,77.54313659667969,74.24244689941406,80.84383392333984,77.20207977294922,80.30599212646484,74.09817504882812,91.89212036132812,92.71640014648438,91.06784057617188,92.00846862792969
DNK,Denmark,2007,86.42879486083984,84.01296997070312,80.6188735961914,87.40705108642578,82.57518768310547,78.34075164794922,74.64657592773438,82.03491973876953,77.36148834228516,80.75962829589844,73.96334075927734,92.0233154296875,92.89618682861328,91.15043640136719,92.6982192993164
DNK,Denmark,2008,85.12679290771484,83.08654022216797,80.41770935058594,85.75538635253906,79.92478942871094,77.46965789794922,73.21488189697266,81.72444152832031,78.41940307617188,82.59119415283203,74.24762725830078,83.8853530883789,74.34187316894531,93.42881774902344,92.36909484863281
