iso3,year,sstran,deficit,debt
LUX,1994,13.89407953,2.97325699146997,
LUX,1995,15.3627026083175,2.68153334218098,22.7019643224467
LUX,1996,15.2028845018262,2.32250514028473,22.1518788034568
LUX,1997,14.9432740741509,2.50375528710013,21.3014305452151
LUX,1998,14.8268012309072,2.84765995595129,21.1936198604534
LUX,1999,14.0162243483584,3.10860204753917,19.1479801071274
LUX,2000,13.3175254688424,5.54614826495321,17.9100172951614
LUX,2001,13.9460447240772,5.62822711662658,18.1206955022774
LUX,2002,14.7386195901707,2.03211679813215,18.3042123530252
LUX,2003,15.6483207737041,0.272964351282884,19.5407692300945
LUX,2004,15.2483627969633,-1.39346739872368,20.2020488703399
LUX,2005,15.2051851944319,-0.20780189970496,18.8359065040046
LUX,2006,14.1522564198526,1.911516558074,17.6409867821641
LUX,2007,13.3714015468347,4.36286358569101,17.1767663474158
LUX,2008,13.8926550027707,3.37429984440556,24.6178510190327
LUX,2009,15.801824820593,-0.210052372477646,22.4820839490276
LUX,2010,15.1260361512229,-0.317849130682272,27.3247301475993
LUX,2011,14.9013391687374,0.657145832106097,26.8071273942825
LUX,2012,15.1025320379438,0.50869594838409,27.7320782520944
LUX,2013,15.1268913299006,0.846640746456593,28.2727279955213
LUX,2014,14.9377341632639,1.3392888702331,29.1675208764229
LUX,2015,14.660199905789,1.3312838564659,29.1286655094431
LUX,2016,14.4855183423134,1.89482276898108,27.0826092329266
LUX,2017,14.8090769784701,1.36403581669696,28.7079203837335
LUX,2018,14.9955513170038,3.18133411371731,29.2875348873348
LUX,2019,15.2735487224732,2.68740050817144,30.9486734519298
LUX,2020,17.2499906120592,-3.0917087261442,32.9809234267959
LUX,2021,15.0931594787569,1.01635425644382,31.4935988517825
LUX,2022,15.5573914277238,0.191793689098941,29.4640530938638
LUX,2023,16.5747858437656,-0.693093282627196,31.2583739669515
LVA,1993,,,
LVA,1994,,,
LVA,1995,12.0,-1.5,14.3
LVA,1996,12.6,-0.4,13.6
LVA,1997,12.3,1.5,10.9
LVA,1998,13.0,0.0,9.3
LVA,1999,14.9,-3.8,12.4
LVA,2000,12.5,-2.8,12.4
LVA,2001,11.3,-2.0,14.1
LVA,2002,10.2,-2.4,13.4
LVA,2003,9.4,-1.6,14.8
LVA,2004,9.4,-1.2,15.2
LVA,2005,8.8,-0.5,12.4
LVA,2006,8.4,-0.6,10.6
LVA,2007,7.4,-0.6,8.9
LVA,2008,8.4,-4.5,19.5
LVA,2009,13.2,-9.8,38.0
LVA,2010,13.4,-8.8,48.6
LVA,2011,11.9,-4.5,46.6
LVA,2012,10.7,-1.5,44.0
LVA,2013,10.8,-1.3,41.8
LVA,2014,10.6,-1.7,43.1
LVA,2015,10.8,-1.5,38.3
LVA,2016,10.9,0.0,41.7
LVA,2017,10.7,-0.3,40.3
LVA,2018,10.6,-1.4,38.3
LVA,2019,11.1,-0.2,37.9
LVA,2020,12.3,-4.1,44.0
LVA,2021,12.6,-7.2,45.9
LVA,2022,12.7,-4.9,44.4
LVA,2023,12.1,-2.4,45.0
NLD,1980,18.33393627,-3.63918899872135,56.8218525875658
NLD,1981,18.86403374,-4.40942536080985,62.0196612457005
